IDS_PROPQUEST_INC_000000	Evènement
IDS_PROPQUEST_INC_000391	Apporte-le livre sur l'Histoire de la vie des Héros à Dien.
IDS_PROPQUEST_INC_000392	En cours.
IDS_PROPQUEST_INC_000393	Rencontre Magmient pour les Chevaliers, Brekin pour les Assassins, Arians pour les Moines, Cendil pour les Prêtres, Heret pour les Sorciers ou Anicenight pour les  Elémentalistes.
IDS_PROPQUEST_INC_000394	Va parler au clerc à Darkon.
IDS_PROPQUEST_INC_000395	Achevé.
IDS_PROPQUEST_INC_000396	La Voie.
IDS_PROPQUEST_INC_000397	Celui qui suit la voie des Héros doit posséder force et courage.
IDS_PROPQUEST_INC_000398	Tu n'appartiens pas à cet endroit, et je ne suis pas celui à qui tu devrais parler en ce moment. Reviens me voir quand tu auras acquis plus d'expérience.
IDS_PROPQUEST_INC_000399	Regarde le monde avec un coeur de Héros. Alors tu deviendras toi-même un Héros.
IDS_PROPQUEST_INC_000400	Pars tuer des Grrrs et des Dumps dans le lieu appelé Désolation, et collecte tous les objets que tu trouveras.
IDS_PROPQUEST_INC_000401	Collecter 10 Bandages Grrrs et 5 Roues Dump.
IDS_PROPQUEST_INC_000402	En cours.
IDS_PROPQUEST_INC_000403	Repose-toi un peu. Ensuite reviens me voir. J'ai besoin que tu fasses quelque chose pour moi.
IDS_PROPQUEST_INC_000404	Parler au clerc.
IDS_PROPQUEST_INC_000405	En cours.
IDS_PROPQUEST_INC_000406	Va parler à l'officier public de Darkon, au forgeron d'armes de Saincity, et au cuisinier de Flarine pour obtenir leurs signatures.
IDS_PROPQUEST_INC_000407	Parler avec les 3 personnes désignées par le clerc.
IDS_PROPQUEST_INC_000408	En cours.
IDS_PROPQUEST_INC_000409	Aller voir le Gardien des Héros qui se trouve à Guardiane.
IDS_PROPQUEST_INC_000410	Parler avec le Gardien des Héros.
IDS_PROPQUEST_INC_000411	Terminé.
IDS_PROPQUEST_INC_000412	Leur Volonté.
IDS_PROPQUEST_INC_000413	Accepter la volonté du Héros est à la fois facile et difficile, ce n'est pas à la portée de tout le monde.
IDS_PROPQUEST_INC_000414	Tu n'es pas encore prêt. Reviens quand tu auras acquis plus d'expérience.
IDS_PROPQUEST_INC_000415	Tu es le vrai Héros. Bénis sois tu. Gloire au Héros!
IDS_PROPQUEST_INC_000416	La Chambre du Gardien se trouve dans le sous-sol de Guardiane. Dans cette pièce repose un monstre appelé Venel. Va là-bas et tue-le pour obtenir son coeur.
IDS_PROPQUEST_INC_000417	Aller dans la Chambre du Gardien et tuer Venel pour obtenir son coeur.
IDS_PROPQUEST_INC_000418	En cours.
IDS_PROPQUEST_INC_000419	Venel fut élevé pour devenir le Gardien des Héros. Il permet de tester la valeur des aventuriers voulant emprunter la Voie du Héros.
IDS_PROPQUEST_INC_000420	Apporter le Livre des combats des Héros à Brodeay.
IDS_PROPQUEST_INC_000421	Terminé.
IDS_PROPQUEST_INC_000422	Chaussettes rouges de Père Noël.
IDS_PROPQUEST_INC_000423	C'est Noël à Madrigal. Mais malheureusement le Père Noël a perdu toutes les hottes contenant les cadeaux. Nous devons retrouver ces hottes pour le bonheur de nos enfants.
IDS_PROPQUEST_INC_000424	Apporter au Père Noël 10 Sacs rouges.
IDS_PROPQUEST_INC_000425	
IDS_PROPQUEST_INC_000426	Pollution de la Mine de Mas - Chapitre 1
IDS_PROPQUEST_INC_000427	Vas-tu souvent dans ce donjon?
IDS_PROPQUEST_INC_000428	Oui, je comprends.
IDS_PROPQUEST_INC_000429	Je vois... En fait m'a demandé de trouver les preuves des problèmes dans le donjon. Mais j'ai beaucoup de choses à faire ici. Veux-tu chercher ces preuves pour moi?
IDS_PROPQUEST_INC_000430	Tu n'es pas aussi sensible que tu en as l'air. Quoi qu'il en soit si tu trouves quelque chose, fais-le moi savoir.
IDS_PROPQUEST_INC_000431	Merci. Ramène-moi les preuves le plus vite possible, s'il te plaît.
IDS_PROPQUEST_INC_000432	Hmm, ça serait pas mal d'aider les autres de temps en temps.
IDS_PROPQUEST_INC_000433	Si tu entres dans ce donjon je plains déjà les monstres qui y sont (seuls les Niveaux 20~50 peuvent faire la quête de ce donjon).
IDS_PROPQUEST_INC_000434	Il y a quelque chose qui ne va pas avec les monstres de la Mine de Mas. Roji m'a demandé d'en trouver la preuve.
IDS_PROPQUEST_INC_000435	Collecter une Racine de Tarin, une Pierre galactique et une Aile dorée dans la Mine de Mas.
IDS_PROPQUEST_INC_000436	En cours.
IDS_PROPQUEST_INC_000437	Pollution de la Mine de Mas - Chapitre 2
IDS_PROPQUEST_INC_000438	Si tu acceptes, Isruel te donneras quelque chose.
IDS_PROPQUEST_INC_000439	Si tu changes d'avis, reviens quand tu veux.
IDS_PROPQUEST_INC_000440	Salut! Tu t'es bien amusé?
IDS_PROPQUEST_INC_000441	Roji m'a demandé de porter cette lettre à Isruel.
IDS_PROPQUEST_INC_000442	Apporter la lettre à Isruel.
IDS_PROPQUEST_INC_000443	En cours.
IDS_PROPQUEST_INC_000444	Après avoir donné la lettre à Isruel, elle m'a demandé de faire quelque chose pour elle. Que dois-je faire?
IDS_PROPQUEST_INC_000445	Décides si tu va accepter la requête d'Isruel ou pas.
IDS_PROPQUEST_INC_000446	En cours.
IDS_PROPQUEST_INC_000447	Tu as décidé d'accepter la requête d'Isruel.
IDS_PROPQUEST_INC_000448	Collecter des Racines de Tarin, des Pierres galactiques et des Ailes dorées dans la Mine de Mas.
IDS_PROPQUEST_INC_000449	En cours.
IDS_PROPQUEST_INC_000450	Pollution de la Mine de Mas - Chapitre 3
IDS_PROPQUEST_INC_000451	Nous aideras-tu jusqu'au bout?
IDS_PROPQUEST_INC_000452	Isruel m'a demandé de donner une lettre à Roji.
IDS_PROPQUEST_INC_000453	Apporter la lettre à Roji.
IDS_PROPQUEST_INC_000454	En cours.
IDS_PROPQUEST_INC_000455	Pour découvrir la raison de la mutation des monstres, je dois d'abord faire mes preuves.
IDS_PROPQUEST_INC_000456	Trouver un cheveu de Worm Veduque.
IDS_PROPQUEST_INC_000457	En cours.
IDS_PROPQUEST_INC_000458	Après avoir tué un Wormveduque, il est clair que Serus Uriel est la raison de tout ça.
IDS_PROPQUEST_INC_000459	Trouver un cheveu de Serus Uriel.
IDS_PROPQUEST_INC_000460	En cours.
IDS_PROPQUEST_INC_000461	Amour pour le pasteur…
IDS_PROPQUEST_INC_000462	Le pasteur m'a dit qu'il me donnerait un cadeau si je lui apporte 20 bouquets! Je suis curieux de savoir quel genre de cadeau ça va être!
IDS_PROPQUEST_INC_000463	Apporter 20 bouquets au pasteur, tu pourras les trouver en chassant les monstres de Madrigal.
IDS_PROPQUEST_INC_000464	
IDS_PROPQUEST_INC_000465	Amour, amour…
IDS_PROPQUEST_INC_000466	Il faut rassembler 20 Morceaux de cœurs, c'est le moment d'aller chasser du monstre !
IDS_PROPQUEST_INC_000467	Apporter 10 Morceaux de coeur à Hans.
IDS_PROPQUEST_INC_000468	Trouver des morceaux de coeur.
IDS_PROPQUEST_INC_000469	Voie des Acrobates - Chapitre 1
IDS_PROPQUEST_INC_000470	Tu as donc choisi de devenir Acrobate, tu ne devrais pas le regretter. Cependant tu dois mériter cette classe, et je vais donc te faire passer quelques tests.
IDS_PROPQUEST_INC_000471	Pour commencer, j'aimerai évaluer ta puissance d'attaque. Pour cela, je te demande de tuer 10 Jeunes Aibatts. Rien d'impossible, n'est-ce pas ?
IDS_PROPQUEST_INC_000472	Surtout reste concentré, attention !
IDS_PROPQUEST_INC_000473	Tu ne souhaites pas devenir Acrobate? Dommage… mais tu es le seul responsable de ton avenir.
IDS_PROPQUEST_INC_000474	Parfait, tu as passé le premier test avec succès !
IDS_PROPQUEST_INC_000475	Si tu éprouves des difficultés à tuer 10 Jeunes Aibatts, j'ai bien peur que tu restes Vagabond pour encore quelques temps…
IDS_PROPQUEST_INC_000476	Désolé mais tu as déjà choisi une autre voie, je ne peux plus t'aider…
IDS_PROPQUEST_INC_000477	Tuer 10 Jeunes Aibatts pour passer le premier test de la voie de l'Acrobate.
IDS_PROPQUEST_INC_000478	
IDS_PROPQUEST_INC_000479	Voie des Acrobates - Chapitre 2
IDS_PROPQUEST_INC_000480	Bien joué. Maintenant passons à la prochaine étape de ton entraînement.
IDS_PROPQUEST_INC_000481	J'aimerai que tu collectes10 Pierres Brillantes, que l'on trouve sur les Aibatts.
IDS_PROPQUEST_INC_000482	Cherche ensuite Pyre, le Maître des Acrobates, et ramène-lui ces objets. Pyre se trouve près du Bureau des Quêtes, tu le trouveras facilement.
IDS_PROPQUEST_INC_000483	Bonne chance dans ta quête !
IDS_PROPQUEST_INC_000484	Tu aimes être un Vagabond ? Alors je ne veux pas te forcer... Mais il ne te sera pas facile de retrouver une telle opportunité.
IDS_PROPQUEST_INC_000485	Tu as passé le test avec succès. Je vais te parler des armes maintenant : les Acrobates utilisent 2 types d'armes, les arcs et les yo-yos.
IDS_PROPQUEST_INC_000486	L'arc est une arme d'attaque à distance qui utilise des flèches. Il y a aussi 4 phases d'attaque, les dégâts infligés par la dernière étant bien plus important que ceux de la première.
IDS_PROPQUEST_INC_000487	Les yo-yos sont deux disques, tu peux en prendre un dans chaque main et attaquer avec les deux.
IDS_PROPQUEST_INC_000488	Je pense que tu as quelque chose pour moi si tu as rencontré Hent.
IDS_PROPQUEST_INC_000489	Trouver 10 Pierres Brillantes sur les Aibatts et retourner voir le Maître des Acrobates Pyre près du Bureau des Quêtes de Darkon.
IDS_PROPQUEST_INC_000490	
IDS_PROPQUEST_INC_000491	Voie des Acrobates - Chapitre 3
IDS_PROPQUEST_INC_000492	Tu sembles avoir bien compris comment utiliser les armes. Voici la prochaine étape.\nTu connais les Grand Dwarpets ? Ils vivent près des montagnes centrales de Leren.
IDS_PROPQUEST_INC_000493	Le Grand Dwarpet Tucani était autrefois un grand acrobate. Il t'aidera à apprendre les compétences qu'il te faut.
IDS_PROPQUEST_INC_000494	Et s'il t'aime bien, peut-être même t'enseignera-t-il une technique particulière.
IDS_PROPQUEST_INC_000495	Passe une bonne journée !
IDS_PROPQUEST_INC_000496	Apparemment tu n'as pas saisi l'appel de l'Acrobate. Il est vrai qu'il est toujours plus facile d'abandonner...
IDS_PROPQUEST_INC_000497	C'est Pyre qui t'a envoyé ? Mmm… Tu as du potentiel, j'accepte de t'enseigner mon savoir.
IDS_PROPQUEST_INC_000498	Rappelle-toi que les arcs consomment les PM et les yo-yo les PF. Les deux armes ont des compétences communes, et d'autres qui leurs sont propres. Je vais t'en enseigner une, l'Illusion des ténèbres.
IDS_PROPQUEST_INC_000499	Il s'agit d'une compétence de camouflage. Intéressant, non? Mais dès que tu attaques ou utilises une autre compétence, son effet s'annule. Sers t'en avec sagesse.
IDS_PROPQUEST_INC_000500	Que me veux-tu ? Quoi, c'est Pyre qui t'envoie ? Non ? Alors dégage de là !
IDS_PROPQUEST_INC_000501	Rencontrer Tucani qui habite avec les Grand Dwarpets près des Montagnes centrales de Leren.
IDS_PROPQUEST_INC_000502	
IDS_PROPQUEST_INC_000503	Voie des Acrobates - Chapitre 4
IDS_PROPQUEST_INC_000504	Alors que penses-tu des compétences de l'Acrobate ? Sympa, non ?
IDS_PROPQUEST_INC_000505	Mais pour l'instant, voici ta dernière épreuve.  Tu te souviens où se trouve le l'Entraîneur des Acrobates à Darkon ? Tu y trouveras aussi une Instructrice, son nom est... Euh en fait j'ai oublié son nom…
IDS_PROPQUEST_INC_000506	Quoi qu'il en soit,  pour lui prouver ta valeur, tu dois chasser une nouvelle espèce de monstre avant d'aller la voir. Il attaque les gens à l'entrée de Darkon… son nom est Shuraiture.
IDS_PROPQUEST_INC_000507	Bonne chance !
IDS_PROPQUEST_INC_000508	Pourquoi les humains abandonnent t-ils toujours si facilement !
IDS_PROPQUEST_INC_000509	Oh cette note c'est… et tu nous as aussi débarrassé de Shuraiture ! Merci, on va enfin avoir un peu de paix ! Tu mérites que je t'apprenne quelque chose :
IDS_PROPQUEST_INC_000510	Contrairement aux autres classes, les Acrobates peuvent attaquer au corps-à-corps, à mi-distance et à longue distance.
IDS_PROPQUEST_INC_000511	Je te félicite, te voici désormais Acrobate ! Tu ne devrais pas le regretter, aucune classe ne lui est semblable
IDS_PROPQUEST_INC_000512	Qu'est-ce qui t'amène ? Ah, c'est Tucani qui t'envoie ? Ok... Mais pourquoi es-tu venu me voir ?
IDS_PROPQUEST_INC_000513	Se débarrasser de Shuraiture, le monstre rôdant à l'entrée de Darkon, puis se présenter à l'Instructrice des Acrobates à Darkon.
IDS_PROPQUEST_INC_000514	
IDS_PROPQUEST_INC_000515	Successeur de Kerenen - Chapitre 1
IDS_PROPQUEST_INC_000516	Souhaites-tu devenir un successeur de Kerenen, Héros des Jesters ? Ce n'est pas une tâche facile, mais je pense que tu en es capable...
IDS_PROPQUEST_INC_000517	Je vais te faire passer une première épreuve pour me prouver que tu es bien digne de devenir Jester. Il s'agit de tester ton aptitude au combat.
IDS_PROPQUEST_INC_000518	Ma requête est assez simple : débarrasse-toi 20 Drillers à KhipRa, Darkon 1. Pas des Jeunes ou des Capitaines Drillers, juste des Drillers.
IDS_PROPQUEST_INC_000519	Si tu es effectivement le successeur du Héros, ce test devrait être une formalité.
IDS_PROPQUEST_INC_000520	Félicitations, je reconnais que tu as du talent.
IDS_PROPQUEST_INC_000521	Si tu ne parviens pas à tuer ces 20 Drillers, il vaut mieux que tu oublies la voie du Jester.
IDS_PROPQUEST_INC_000522	Tu ne mérites pas de succéder Héros des Jesters…
IDS_PROPQUEST_INC_000523	Tuer 20 Drillers à KhipRa, Darkon 1 et retourner voir le Maître des Jesters, Lorein.
IDS_PROPQUEST_INC_000524	
IDS_PROPQUEST_INC_000525	Successeur de Kerenen - Chapitre 2
IDS_PROPQUEST_INC_000526	Félicitations, voici une lettre de recommandation confirmant que tu es sur la voie de devenir Jester.
IDS_PROPQUEST_INC_000527	Il faut que tu l'apportes à Radyan, le Sage des Jesters qui se trouve à la Fontaine des Défunts de Flaris. Mais tout d'abord…
IDS_PROPQUEST_INC_000528	Tu dois retrouver Ren dans le Désert de l'Imagination de Saint Morning. Il a volé un anneau de grande valeur appartenant à Kerenen…
IDS_PROPQUEST_INC_000529	Ne sous-estime jamais tes capacités ! Tu dois être fort, ou tu ne deviendras jamais un Héros.
IDS_PROPQUEST_INC_000530	N'as-tu pas confiance ? Si tu as confiance rien ne te sera impossible. J'espère que tu prendras une sage décision.
IDS_PROPQUEST_INC_000531	Oh ! C'est... c'est l'anneau que portait Kerenen pendant la Grande Guerre ! Ren a toujours voulu posséder cet anneau, cela n'a pas dû être facile de l'obtenir...
IDS_PROPQUEST_INC_000532	En tout cas, merci infiniment. Cet anneau a énormément de valeur.
IDS_PROPQUEST_INC_000533	Les âmes de nombreuses personnes vont et viennent ici à la Fontaine des Défunts. C'est ici la limite entre la vie et la mort.
IDS_PROPQUEST_INC_000534	Récupérer l'Anneau de Kerenen volé par Ren, dans le Désert de l'Imagination de Saint Morning, puis le rapporter au Sage des Jesters Radyan à la Fontaine des Défunts de Flaris.
IDS_PROPQUEST_INC_000535	
IDS_PROPQUEST_INC_000536	Successeur de Kerenen - Chapitre 3
IDS_PROPQUEST_INC_000537	Maintenant je dois rendre cet anneau à son propriétaire. Son premier propriétaire était Kereren bien sûr, mais désormais une personne s'occupe des reliques du Héros des Jesters.
IDS_PROPQUEST_INC_000538	Il te faut maintenant lui rapporter cette boucle d'oreille. Son nom est Clagabole, il fait partie de la troupe Pepole de Saincity.
IDS_PROPQUEST_INC_000539	Tu peux faire que tes rêves se réalisent si tu y mets toute ta volonté. Alors seulement deviendras-tu Jester…
IDS_PROPQUEST_INC_000540	Rapporter cette boucle d'oreille à Clagabole est vraiment important... Ce n'est pas très loin d'ici, va lui remettre s'il te plaît.
IDS_PROPQUEST_INC_000541	Oh... C'est... Merci infiniment ! Je le cherchais depuis des années…
IDS_PROPQUEST_INC_000542	J'apprécie énormément ce que tu as fait ! Ceci est le Parchemin que seuls les descendants de ma famille peuvent avoir. Il t'appartient désormais.
IDS_PROPQUEST_INC_000543	Radyan ne t'as pas confié quelque chose pour moi ?!
IDS_PROPQUEST_INC_000544	Apporter l'Anneau de Kerenen à Clagabole de la troupe Pepole, à Saincity.
IDS_PROPQUEST_INC_000545	
IDS_PROPQUEST_INC_000546	Successeur de Kerenen - Chapitre 4
IDS_PROPQUEST_INC_000547	Tu approches de ton but… et la fin de ton apprentissage se passera à Darkon 3 ! Là-bas, tu trouveras l'Autel où siège Homeit, la Doyenne des Jesters.
IDS_PROPQUEST_INC_000548	Mais avant de te présenter à Homeit, il y a une mission que tu dois accomplir…
IDS_PROPQUEST_INC_000549	Les trésors de l'Autel des Jesters sont les Pierres des Héros, et l'une d'elle a été volée il y a quelques jours.
IDS_PROPQUEST_INC_000550	Ces pierres protègent les âmes du Héros, et il nous faut absolument retrouver celle qui manque. Hors le prêtre appelé Cicipue est apparu près de l'autel il y a quelques jours…
IDS_PROPQUEST_INC_000551	Et la Doyenne pense qu'il a volé la Pierre des Héros. Retrouve la s'il te plaît, et rapporte la à Homeit.
IDS_PROPQUEST_INC_000552	Bonne chance, futur Jester !
IDS_PROPQUEST_INC_000553	Je sais que ça ne va pas être facile avec Cicipue, mais tu n'auras pas achevé ton apprentissage tant que tu n'auras pas ramené la Pierres des Héros.
IDS_PROPQUEST_INC_000554	Tu l'as finalement retrouvée, la Pierre des Héros ! Cicipue... Mais pourquoi donc avoir commis ce vol ? Quoi qu'il en soit, je te remercie !
IDS_PROPQUEST_INC_000555	Maintenant les âmes des Héros sont en sécurité ! Merci infiniment !
IDS_PROPQUEST_INC_000556	En ce lieu nous protégeons les âmes des Héros. Mais quelle est la raison de ta venue ?
IDS_PROPQUEST_INC_000557	Récupérer la Pierre des Héros en combattant Cicipue qui erre près de l'Autel des Jesters, et le rapporter à la Doyenne des Jesters Homeit.
IDS_PROPQUEST_INC_000558	
IDS_PROPQUEST_INC_000559	Successeur de Kerenen - Chapitre Final
IDS_PROPQUEST_INC_000560	Je peux maintenant te confier le Sceau des Héros, qui confirme que tu as relevé avec succès tous les défis qui se sont présentés. Mais il te faut encore réussir l'épreuve finale…
IDS_PROPQUEST_INC_000561	Au sud de Darkon 3, à Guardiane, se trouve un lieu appelé la Chambre du Gardien.
IDS_PROPQUEST_INC_000562	Il te faut y pénétrer et vaincre le Gardien des Héros, Venel. Ta dernière épreuve sera de lui prendre son coeur !
IDS_PROPQUEST_INC_000563	Tu pourras alors te présenter à la Gardienne des Jesters, Heingard.
IDS_PROPQUEST_INC_000564	Je te souhaite que la chance de Kerenen t'accompagne !
IDS_PROPQUEST_INC_000565	Après avoir traversé tant d'épreuves, tu es sur le point d'abandonner ? Ceci est la dernière étape, réfléchis bien...
IDS_PROPQUEST_INC_000566	Bienvenue à Guardiane. Tu as réussi brillamment la dernière épreuve et mérite désormais d'être l'un des successeurs du Héros des Jesters.
IDS_PROPQUEST_INC_000567	Kerenen, puisses-tu bénir et soutenir en tout temps cette personne ici qui dédie sa vie à ta volonté !
IDS_PROPQUEST_INC_000568	Seuls ceux reconnus comme successeurs de Kerenen sont admis ici. Poursuis ton apprentissage...
IDS_PROPQUEST_INC_000569	Vaincre Venel et ramener son coeur à la Gardienne des Jesters, Heingard.
IDS_PROPQUEST_INC_000570	
IDS_PROPQUEST_INC_000571	Successeur de Hynan - Chapitre 1
IDS_PROPQUEST_INC_000572	Souhaites-tu être l'un des successeurs de Hynan, Héros des Rangers ? Ce n'est pas une tâche facile, mais je pense que tu en es capable...
IDS_PROPQUEST_INC_000573	Je vais te faire passer une première épreuve pour me prouver que tu es bien digne de devenir Ranger. Il s'agit de tester ton aptitude au combat.
IDS_PROPQUEST_INC_000574	Ma requête est assez simple : débarrasse-toi 20 Drillers à KhipRa, Darkon 1. Pas des Jeunes ou des Capitaines Drillers, juste des Drillers.
IDS_PROPQUEST_INC_000575	Si tu ne peux pas à accomplir cela, il vaut mieux que tu oublies l'idée de devenir Ranger.
IDS_PROPQUEST_INC_000576	Félicitations ! Tu as réussi la première épreuve.
IDS_PROPQUEST_INC_000577	Si tu ne parviens pas à tuer ces 20 Drillers, oublie la voie du Ranger.
IDS_PROPQUEST_INC_000578	Tu dois parvenir à tuer 20 Drillers, sinon tu ne seras pas en mesure de devenir Ranger.
IDS_PROPQUEST_INC_000579	Tuer 20 Drillers à KhipRa, Darkon 1 et retourner voir le Maître des Rangers, Eliff.
IDS_PROPQUEST_INC_000580	
IDS_PROPQUEST_INC_000581	Successeur de Hynan - Chapitre 2
IDS_PROPQUEST_INC_000582	Félicitations, voici une lettre de recommandation confirmant que tu es sur la voie de devenir Ranger. Il faut que tu l'apportes à Kimel, le Sage des Rangers qui se trouve à la Fontaine des Défunts de Flaris.
IDS_PROPQUEST_INC_000583	 Mais avant cela… j'aimerai que tu retrouves une relique sacrée du Héros des Rangers. Il s'agit de la Lettre de Hynan, qui a été volée il y a bien longtemps par un dénommé Rubo.
IDS_PROPQUEST_INC_000584	J'ai entendu dire qu'il habitait dans une grotte de Darkon où l'on trouve des Syliacas… Retrouve la lettre perdue, et rapporte la à Kimel s'il te plaît.
